bill_id,customer_id,meter_id,rate_plan_id,billing_period_start,billing_period_end,bill_date,due_date,units_consumed,peak_units,off_peak_units,bill_base_amount,fixed_charges,tax_amount,total_bill_amount,amount_paid,outstanding_balance,payment_method,payment_date,bill_status,payment_status,previous_balance,subsidy_amount,arrears,created_at,rejection_reason
BILL00009946,CUST004426,MTR004426,RP002,2023-05-01,2023/05/31,2023-06-05,2023-06-23,474.85,170.42,267.87,2673.95,0,267.4,,3104.23,0.0,MOBILE APP,2023-06-30,Paid,Paid,3709.63,18.57,-,,Invalid or missing billing amount
BILL00009093,CUST001744,MTR001744,RP006,2024-03-01,2024-03-31,2024-04-05,2024-04-23,1411.92,0,759.46,10601.32,93.32,1060.13,,11754.77,0.0,Online,2024-05-07,Paid,Partial,1766.34,0,,2024-04-05 15:01:37,Invalid or missing billing amount
BILL00021948,CUST001250,MTR001250,RP001,2023-08-01,2023-08-31,2023-09-05,2023-09-23,184.39,77.32,121.48,814.14,,81.41,,0.0,1295.39,,,Overdue,Overdue,2454.3,131.06,1167.69,2023-09-05 22:47:45,Invalid or missing billing amount
BILL00023598,CUST004797,MTR004797,RP002,2023-07-01,2023-07-31,2023-08-05,2023-08-26,199.02,91.02,108.27,894.61,98.53,89.46,,0.0,1082.6,,,Disputed,Written Off,4553.91,130.85,171.91,2023-08-05 11:34:06,Invalid or missing billing amount
BILL00021423,CUST003916,MTR003916,RP003,2024-12-01,2024-12-31,2025-01-05,2025-01-28,-,87.81,177.54,1294.46,404.92,129.45,,1828.83,0.0,mobile app,2025-01-12,Paid,Overdue,1570.84,109.66,UNKNOWN,2025-01-05 22:12:58,Invalid or missing billing amount
BILL00010162,CUST001798,-,RP002,2023-05-01,2023-05-31,2023-06-05,2023-06-23,12943.2,4691.44,,108617.2,133.95,10861.72,,119612.87,0.0,Cheque,2023-06-06,Paid,Disputed,4888.84,0,918.92,2023-06-05 14:18:32,Invalid or missing billing amount
BILL00007842,CUST000968,MTR000968,RP001,2023-09-01,2023-09-30,2023-10-05,2023-10-27,228.87,87.26,147.38,1058.79,,105.88,,0.0,1657.66,,,overdue,Overdue,2368.72,128.31,761.95,,Invalid or missing billing amount
BILL00021483,CUST002492,MTR002492,RP002,2023-01-01,2023-01-31,2023-02-05,2023-02-20,2217.29,715.4,1207.18,17446.97,71.72,1744.7,,19263.38,0.0,Cheque,2023-02-10,Paid,Overdue,4873.16,0,1471.41,2023-02-05 09:38:01,Invalid or missing billing amount
BILL00015773,CUST004408,MTR004408,RP003,01-12-2023,2023-12-31,2024-01-05,,252.23,77.21,154.33,1187.26,394.15,118.73,,1700.15,0.0,,2024-02-08,Paid,Unpaid,2440.76,155.84,597.22,2024-01-05 11:08:17,Invalid or missing billing amount
BILL00016420,CUST003429,MTR003429,RP005,2024-08-01,2024-08-31,2024-09-05,2024-09-15,405.68,191.8,-,2189.76,249.8,218.98,,0.0,2658.54,,,Revised,Disputed,1896.68,168.17,1041.25,2024-09-05 04:15:38,Invalid or missing billing amount
BILL00013163,CUST003203,MTR003203,RP002,2024-08-01,2024-08-31,2024-09-05,2024-09-20,71.75,33.87,37.98,251.12,216.34,25.11,,492.57,0.0,Cash,2024-08-31,Paid,Disputed,1642.72,0,1805.9,,Invalid or missing billing amount
BILL00012312,CUST000454,MTR000454,,2024-07-01,,2024-08-05,2024-08-17,232.72,116.11,152.78,1079.96,461.55,108.0,,1649.51,0.0,Mobile App,2024-08-29,Paid,Disputed,4445.5,0,1532.62,2024-08-05 07:28:14,Invalid or missing billing amount
BILL00000335,CUST001144,MTR001144,RP001,2024-07-01,2024-07-31,2024-08-05,2024-08-29,255.46,126.37,154.83,1205.03,68.56,120.5,,0.0,1394.09,,,Disputed,Disputed,98.23,55.83,763.02,,Invalid or missing billing amount
BILL00003471,CUST003638,MTR003638,RP005,0,2024-05-31,2024-06-05,2024-06-15,0.8962100000000001,420.45,490.43,6217.78,235.59,621.78,,0.0,,,,Disputed,Partial,654.59,UNKNOWN,469.45,2024-06-05 21:29:05,Invalid or missing billing amount
BILL00013276,CUST000152,MTR000152,RP006,01/10/2023,2023-10-31,,2023-11-20,239.26,98.59,160.31,,130.68,111.59,,1358.2,0.0,-,2023-11-04,Paid,Disputed,1895.83,68.46,1083.29,2023-11-05 10:42:30,Invalid or missing billing amount
BILL00019489,CUST002307,MTR002307,,2024-12-01,2024-12-31,2025-01-05,2025-01-20,160.11,,96.84,680.61,160.24,68.06,,908.91,0.0,Cash,2025-01-11,Paid,Paid,3989.24,37.57,1409.49,2025-01-05 21:33:30,Invalid or missing billing amount
BILL00006415,CUST000497,MTR000497,RP006,2024-08-01,2024-08-31,2024-09-05,2024-09-17,2379.01,882.08,1282.53,18821.59,262.44,-,,0.0,20966.19,,,Sent,Disputed,2566.83,0,464.56,,Invalid or missing billing amount
BILL00009769,CUST003767,MTR003767,RP005,2024-05-01,2024-05-31,2024-06-05,2024-06-18,24209.26,9111.01,12914.65,204378.71,217.67,20437.87,,225034.25,0.0,Cheque,2024-06-12,Paid,Partial,825.24,0,1715.46,2024-06-05 17:32:49,Invalid or missing billing amount
BILL00005336,CUST001996,MTR001996,RP004,2024-10-01,2024-10-31,2024-11-05,2024-11-23,188.05,,129.53,834.28,468.48,0,,0.0,1386.19,,,Generated,Paid,1884.25,119.57,400.06,2024-11-05 04:17:52,Invalid or missing billing amount
BILL00021812,CUST004548,MTR004548,RP001,2023-07-01,2023-07-31,2023-08-05,2023-08-25,1865.8,707.67,,14459.3,433.78,1445.93,,0.0,,,,Generated,Partial,491.7,0,1395.67,2023-08-05 17:59:43,Invalid or missing billing amount
BILL00024711,CUST001511,MTR001511,RP005,2024-08-01,2024-08-31,,2024-09-20,359.56,109.73,,1866.92,,186.69,,2282.04,0.0,Auto Debit,2024-09-11,Paid,Disputed,2036.54,83.63,1114.55,2024-09-05 22:13:34,Invalid or missing billing amount
BILL00014807,CUST001704,MTR001704,UNKNOWN,2023-01-01,2023-01-31,,2023-02-21,288.51,105.5,177.36,1386.8,150.41,138.68,,0.0,1675.9,,,Overdue,Paid,3821.83,0,79.91,2023-02-05 10:06:38,Invalid or missing billing amount
BILL00018813,CUST002718,MTR002718,RP003,2023-07-01,31/07/2023,2023-08-05,2023-08-22,2468.73,1176.83,1605.57,19584.21,385.14,1958.42,,0.0,21927.77,,,,Overdue,3167.14,0,1038.28,,Invalid or missing billing amount
BILL00010642,CUST002764,MTR002764,RP005,2023-07-01,2023-07-31,,2023-08-23,228.61,105.39,152.75,1057.36,UNKNOWN,105.74,,1655.19,0.0,Bank Transfer,2023-09-07,,,1858.89,30.51,UNKNOWN,,Invalid or missing billing amount
BILL00006348,CUST002470,MTR002470,RP006,2024-12-01,2024-12-31,2025-01-05,2025-01-30,19944.98,7984.59,11812.46,168132.33,154.62,16813.23,,185100.18,,-,2025-01-20,Paid,Paid,649.55,0,1457.18,2025-01-05 15:44:32,Invalid or missing billing amount
BILL00021665,CUST003932,MTR003932,RP006,2024-03-01,2024-03-31,2024-04-05,,436.24,131.62,260.53,2403.68,64.34,240.37,,2708.39,0.0,Online,,Paid,Partial,2016.06,43.65,87.66,2024-04-05 09:47:51,Invalid or missing billing amount
BILL00007256,CUST002541,MTR002541,RP006,2024-07-01,2024-07-31,2024-08-05,2024-08-16,74.0,33.62,51.65,259.0,495.2,25.9,,0.0,780.1,,,Disputed,Unpaid,4625.15,0,17.44,2024-08-05 08:51:18,Invalid or missing billing amount
BILL00005779,CUST004362,MTR004362,RP001,2023-05-01,2023-05-31,2023-06-05,2023-06-25,240.7,109.25,146.72,1123.85,262.95,112.38,,1499.18,0.0,Online,2023-07-10,Paid,Paid,,69.29,911.04,2023-06-05 23:39:09,Invalid or missing billing amount
BILL00021303,CUST003921,MTR003921,RP006,2024-04-01,2024-04-30,2024-05-05,2024-05-21,246.5,79.47,158.44,UNKNOWN,178.3,115.58,,1449.63,0.0,Online,2024-05-30,Paid,Paid,1645.07,82.54,834.23,2024-05-05 04:50:18,Invalid or missing billing amount
BILL00018401,CUST000099,MTR000099,RP001,2024-10-01,2024-10-31,2024-11-05,,156.07,UNKNOWN,84.51,658.38,203.23,65.84,,927.46,0.0,Bank Transfer,2024-12-08,PAID,Written Off,1876.19,38.28,1260.87,2024-11-05 00:17:58,Invalid or missing billing amount
BILL00001101,CUST000447,MTR000447,RP006,2023-10-01,2023-10-31,2023-11-05,2023-11-27,325.93,144.31,169.42,1631.51,441.95,163.15,,2236.61,0.0,Mobile App,2023-11-26,Paid,Paid,4745.36,115.9,1921.27,2023-11-05 16:47:02,Invalid or missing billing amount
BILL00015232,CUST001668,MTR001668,RP003,2023-02-01,2023-02-28,2023-03-05,2023-03-27,347.96,120.03,,1785.72,386.44,178.57,,2350.73,0.0,Auto Debit,2023-03-22,Paid,Paid,4509.0,,1528.91,2023-03-05 02:46:17,Invalid or missing billing amount
BILL00007444,CUST001018,MTR001018,RP003,2024-06-01,2024-06-30,2024-07-05,,256.53,127.95,128.96,1210.91,412.66,121.09,,0.0,0.0,Cash,2024-07-28,Paid,Overdue,4853.87,39.04,738.14,2024-07-05 16:56:56,Invalid or missing billing amount
BILL00014623,CUST000370,MTR000370,RP006,2023-12-01,2023-12-31,2024-01-05,2024-01-22,321.34,139.95,199.67,1599.38,-,159.94,,,0.0,Cash,,,Disputed,1573.65,164.8,935.06,2024-01-05 14:48:20,Invalid or missing billing amount
BILL00005696,CUST003204,MTR003204,RP005,2024-08-01,2024/08/31,2024-09-05,,729.21,333.13,380.46,4798.28,122.82,479.83,,5400.93,,Cash,2024-09-10,Paid,Overdue,1725.18,176.45,1290.86,2024-09-05 15:14:56,Invalid or missing billing amount
BILL00014670,CUST003641,MTR003641,RP006,2023-05-01,2023-05-31,2023-06-05,2023-06-17,2403.07,999.52,0,19026.1,347.66,1902.61,,21276.37,0.0,Cash,2023-05-29,PAID,Written Off,2723.62,0,1903.75,2023-06-05 14:26:08,Invalid or missing billing amount
BILL00018824,CUST002300,MTR002300,RP005,2024-09-01,2024-09-30,2024-10-05,2024-10-18,205.45,90.9,125.63,929.97,181.4,93.0,,0.0,1204.37,,,Overdue,Written Off,2780.99,67.93,765.63,2024-10-05 15:56:33,Invalid or missing billing amount
BILL00009515,CUST004021,MTR004021,RP003,2023-12-01,2023-12-31,2024-01-05,2024-01-16,334.04,120.75,212.78,1688.28,195.3,168.83,,0.0,2052.41,,,Overdue,Disputed,4724.39,103.02,1972.68,2024-01-05 07:43:10,Invalid or missing billing amount
BILL00023205,CUST004538,MTR004538,RP005,2023-06-01,2023-06-30,2023-07-05,2023-07-24,1043.93,401.83,594.38,7473.41,,747.34,,8457.91,0.0,Cheque,,PAID,Overdue,4342.82,143.95,789.89,2023-07-05 10:11:27,Invalid or missing billing amount
BILL00010996,CUST002549,,RP001,2024-03-01,2024-03-31,2024-04-05,,329.06,130.97,214.64,1653.42,274.1,165.34,,2092.86,0.0,Cheque,2024-04-27,Paid,Overdue,2697.33,16.97,785.64,,Invalid or missing billing amount
BILL00000513,CUST000781,MTR000781,RP003,,2024-07-31,2024-08-05,2024-08-16,188.4,61.87,94.7,836.2,279.34,83.62,,1199.16,0.0,online,2024-07-31,Paid,Unpaid,1985.82,0,1103.11,2024-08-05 09:21:40,Invalid or missing billing amount
BILL00014543,CUST002744,MTR002744,RP002,2024-08-01,2024-08-31,2024-09-05,2024-09-25,383.99,129.86,195.12,2037.93,234.9,203.79,,0.0,2476.62,,,Generated,Written Off,2280.09,,422.08,2024-09-05 09:22:54,Invalid or missing billing amount
BILL00011740,CUST004456,MTR004456,RP003,2023-02-01,2023-02-28,2023-03-05,2023-03-29,2482.12,1075.04,1688.76,19698.02,216.19,1969.8,,21884.01,0.0,Bank Transfer,2023-03-13,Paid,Overdue,627.07,0,135.03,2023-03-05 04:10:45,Invalid or missing billing amount
BILL00013847,CUST000311,MTR000311,RP004,2024-08-01,2024-08-31,2024-09-05,2024-09-17,344.26,171.65,190.12,1759.82,211.34,175.98,,0.0,2147.14,,,Disputed,Disputed,1502.31,97.08,1119.77,2024-09-05 05:42:18,Invalid or missing billing amount
BILL00002498,CUST003053,MTR003053,RP002,2023-04-01,2023-04-30,2023-05-05,2023-05-15,287.79,124.81,153.5,,313.3,138.28,,0.0,1834.42,,,Generated,0,3486.59,34.12,1835.51,,Invalid or missing billing amount
BILL00011491,CUST004635,MTR004635,RP001,2024-07-01,2024-07-31,2024-08-05,2024-08-21,2024.4,963.63,1043.08,15807.4,0,1580.74,,17865.35,0.0,Cash,2024-08-21,Paid,Overdue,393.21,0,1659.26,2024-08-05 08:56:55,Invalid or missing billing amount
BILL00017429,CUST001942,MTR001942,RP001,2024-10-01,2024-10-31,2024-11-05,2024-11-21,108.87,36.71,61.92,398.79,264.4,39.88,,703.06,0.0,Bank Transfer,2024-12-03,Paid,0,2343.19,87.55,1473.3,2024-11-05 04:31:45,Invalid or missing billing amount
BILL00020797,CUST001352,MTR001352,RP006,2024-08-01,2024-08-31,2024-09-05,2024-09-20,1990.5,899.66,1390.59,15519.25,286.01,1551.93,,17357.19,0.0,Mobile App,2024-09-22,Paid,Unpaid,1582.68,0,1511.1,2024-09-05 05:27:06,Invalid or missing billing amount
BILL00019423,CUST003232,MTR003232,RP004,2024-05-01,2024-05-31,2024-06-05,2024-06-28,547.27,213.41,327.09,3251.8,108.21,325.18,,0.0,3685.19,,,Overdue,UNKNOWN,1057.91,140.66,1362.81,2024-06-05 03:26:31,Invalid or missing billing amount
BILL00001704,CUST003694,MTR003694,RP001,2023-05-01,2023-05-31,2023-06-05,2023-06-25,181.55,56.87,96.33,798.53,397.92,79.85,,0.0,1276.3,,,Generated,Overdue,4450.83,0,1763.69,2023-06-05 10:14:43,Invalid or missing billing amount
BILL00010011,CUST000405,MTR000405,RP005,2024-03-01,2024-03-31,,2024-04-29,214.36,UNKNOWN,141.16,978.98,360.79,97.9,,1437.67,0.0,Cheque,2024-04-23,Paid,Unpaid,4840.65,12.0,1771.91,2024-04-05 01:07:05,Invalid or missing billing amount
BILL00009585,CUST001138,MTR001138,RP003,2023-03-01,2023-03-31,2023-04-05,2023-04-22,290.0,104.47,150.2,1395.0,205.45,139.5,,1739.95,,Cash,2023-04-24,Paid,,3224.58,132.6,-,2023-04-05 15:31:29,Invalid or missing billing amount
BILL00001732,CUST002222,MTR002222,RP006,2024-09-01,2024-09-30,2024-10-05,2024-10-15,2735.93,1128.97,1392.33,21855.4,339.52,2185.54,,24380.46,0.0,Bank Transfer,2024-10-01,Paid,Partial,346.38,0,1166.73,2024-10-05 14:18:40,Invalid or missing billing amount
BILL00012827,CUST000196,MTR000196,RP006,2024-07-01,2024-07-31,2024-08-05,2024-08-15,362.37,137.51,193.22,1886.59,155.59,188.66,,2230.84,0.0,Cash,2024-08-26,Paid,Written Off,1385.38,98.31,321.57,2024-08-05 17:34:23,Invalid or missing billing amount
BILL00007948,CUST001133,MTR001133,RP005,2023-08-01,2023-08-31,2023-09-05,2023-09-26,2206.09,1025.16,0,17351.76,84.21,1735.18,,0.0,19171.16,,,Generated,Partial,3853.5,0,148.52,2023-09-05 09:05:56,Invalid or missing billing amount
BILL00010549,CUST001673,MTR001673,RP002,2024-01-01,2024-01-31,2024-02-05,2024-02-21,1140.47,368.16,698.03,8293.99,449.83,829.4,,9573.23,0.0,Cash,2024-02-06,PAID,Partial,3497.51,0,1074.9,2024-02-05 01:14:18,Invalid or missing billing amount
BILL00017321,CUST004230,MTR004230,RP003,2024-02-01,2024-02-29,2024-03-05,,303.9,149.97,UNKNOWN,1477.3,89.34,147.73,,1714.37,0.0,Bank Transfer,2024-03-01,Paid,Overdue,1466.27,173.09,1066.02,2024-03-05 23:48:00,Invalid or missing billing amount
BILL00005864,CUST004025,MTR004025,RP003,2023-05-01,2023-05-31,2023-06-05,2023-06-26,367.64,183.62,206.63,1923.48,236.97,192.35,,2352.8,0.0,Cash,2023-07-05,Paid,Partial,2521.11,116.75,1676.59,,Invalid or missing billing amount
BILL00001640,CUST003596,MTR003596,RP003,2024-09-01,2024-09-30,2024-10-05,2024-10-26,24572.7,10422.53,12441.47,207467.95,371.5,20746.8,,228586.25,0.0,Cash,2024-10-15,Paid,Unpaid,3153.52,0,1278.2,,Invalid or missing billing amount
BILL00008223,CUST000838,MTR000838,RP001,2024-07-01,2024-07-31,2024-08-05,2024-08-23,191.78,75.18,105.39,854.79,,85.48,,0.0,1025.14,,,Sent,Partial,2601.03,0,1553.28,2024-08-05 16:24:17,Invalid or missing billing amount
BILL00017644,CUST004390,MTR004390,RP006,2023-02-01,2023-02-28,2023-03-05,2023-03-26,1055.3,325.13,667.37,7570.05,448.57,757.0,,8775.62,0.0,Cheque,2023-04-10,,Disputed,901.97,29.18,1353.63,2023-03-05 23:22:02,Invalid or missing billing amount
BILL00001525,CUST001108,MTR001108,RP006,,2023-09-30,2023-10-05,2023-10-16,24630.23,,14521.05,207956.95,67.69,20795.7,,228820.34,0.0,Cash,,Paid,Unpaid,1121.85,0,472.45,2023-10-05 10:00:34,Invalid or missing billing amount
BILL00000454,CUST003218,MTR003218,RP003,2023-02-01,1677542400,2023-03-05,2023-03-16,226.43,,150.58,1045.37,211.56,104.54,,1361.46,0.0,Auto Debit,2023-03-24,Paid,OVERDUE,4887.27,117.06,1956.58,2023-03-05 17:17:43,Invalid or missing billing amount
BILL00011735,CUST001713,MTR001713,RP005,2024/05/01,2024-05-31,2024-06-05,,251.67,81.97,,1184.18,137.73,118.42,,1440.33,0.0,Mobile App,2024-06-29,Paid,Paid,3017.26,75.63,1752.36,,Invalid or missing billing amount
BILL00011152,CUST001282,MTR001282,RP002,2023-12-01,2023-12-31,2024-01-05,2024-01-22,475.74,,273.19,2680.18,432.67,268.02,,3380.87,0.0,Bank Transfer,2024-01-30,Paid,Overdue,2665.76,184.39,552.14,2024-01-05 18:41:29,Invalid or missing billing amount
BILL00017890,CUST003179,MTR003179,,2024-03-01,2024-03-31,2024-04-05,2024-04-24,1871.28,911.38,1275.22,14505.88,336.4,1450.59,,16292.87,0.0,Mobile App,2024-04-15,Paid,Written Off,821.29,0,912.92,2024-04-05 19:03:01,Invalid or missing billing amount
BILL00014935,CUST004505,MTR004505,-,2024-04-01,2024-04-30,2024-05-05,2024-05-30,255.74,116.62,135.29,1206.57,472.94,120.66,,1800.17,0.0,Auto Debit,2024-06-05,PAID,Partial,-,151.24,1066.72,2024-05-05 10:32:51,Invalid or missing billing amount
BILL00023277,CUST004160,MTR004160,RP005,2024-12-01,2024-12-31,2025-01-05,2025-01-22,304.19,150.42,197.66,-,490.72,147.93,,0.0,2117.98,,,Generated,Overdue,503.86,58.97,1469.35,2025-01-05 03:26:19,Invalid or missing billing amount
BILL00005847,CUST004370,MTR004370,RP001,,2023-03-31,2023-04-05,2023-04-17,324.18,132.46,196.73,1619.26,393.3,161.93,,2174.49,0.0,Cheque,2023-04-18,Paid,Written Off,1909.34,70.67,1956.06,2023-04-05 04:12:00,Invalid or missing billing amount
BILL00011360,CUST004781,MTR004781,RP005,2023-12-01,2023-12-31,2024-01-05,2024-01-30,243.02,,163.44,1136.61,320.77,113.66,,1571.04,0.0,auto debit,2024-02-02,Paid,WRITTEN OFF,4459.44,144.22,419.12,2024-01-05 03:41:42,Invalid or missing billing amount
BILL00003513,CUST004700,MTR004700,RP006,2023-07-01,2023-07-31,2023-08-05,2023-08-17,378.71,114.07,191.24,2000.97,385.56,200.1,,2586.63,0.0,Cheque,2023-08-09,Paid,Unpaid,1981.79,94.42,236.6,2023-08-05 04:10:36,Invalid or missing billing amount
BILL00018218,CUST000991,MTR000991,RP004,1690848000,2023-08-31,2023-09-05,2023-09-27,179.31,69.97,101.52,786.21,241.12,,,1105.94,0.0,Bank Transfer,2023-10-04,Paid,Written Off,3772.03,-,608.55,2023-09-05 23:09:09,Invalid or missing billing amount
BILL00009222,CUST003383,MTR003383,RP001,2024-05-01,2024-05-31,2024-06-05,2024-06-25,225.58,83.81,126.64,1040.69,360.04,104.07,,1504.8,0.0,Cash,2024-06-10,Paid,Written Off,2423.03,175.32,1516.12,2024-06-05 23:39:37,Invalid or missing billing amount
BILL00012538,CUST002341,MTR002341,RP006,2024-01-01,2024-01-31,2024-02-05,,622110.0,293.25,365.98,3887.94,411.23,388.79,,4687.96,0.0,,2024-02-15,Paid,Unpaid,479.73,61.23,1694.29,2024-02-05 09:34:30,Invalid or missing billing amount
BILL00015939,,MTR000596,RP001,2024-09-01,30-09-2024,2024-10-05,2024-10-18,2245.72,764.88,1451.88,17688.62,177.65,1768.86,,0.0,19635.13,,,Sent,Unpaid,3143.26,0,980.68,2024-10-05 06:55:05,Invalid or missing billing amount
BILL00023535,CUST003468,MTR003468,RP001,2023-05-01,2023-05-31,2023-06-05,2023-06-18,1530.51,626.0,940.95,11609.33,380.93,1160.93,,13151.19,0.0,Cheque,2023-06-24,Paid,Partial,162.44,0,,2023-06-05 14:43:59,Invalid or missing billing amount
BILL00018347,CUST002602,MTR002602,RP001,2023-11-01,2023-11-30,2023-12-05,2023-12-21,2030.24,889.29,1396.8,15857.04,361.07,1585.7,,17803.81,0.0,Cash,2023-12-20,Paid,Written Off,4322.93,0,1640.62,2023-12-05 09:40:05,Invalid or missing billing amount
BILL00002462,CUST002588,MTR002588,RP001,2024-09-01,2024-09-30,2024-10-05,2024-10-23,262.16,101.88,174.23,1241.88,134.9,124.19,,0.0,1500.97,,,Revised,Unpaid,2573.35,87.35,1567.31,2024-10-05 09:36:31,Invalid or missing billing amount
BILL00009958,CUST000554,MTR000554,RP001,-,2023-11-30,2023-12-05,2023-12-30,313.66,132.57,209.37,1545.62,334.41,154.56,,0.0,2034.59,,,Generated,Partial,8.5,100.34,1671.18,,Invalid or missing billing amount
BILL00010875,CUST001630,MTR001630,RP002,2024-09-01,2024-09-30,2024-10-05,2024-10-27,160.71,79.49,96.87,683.9,311.24,68.39,,1063.53,0.0,Online,2024-10-10,Paid,Paid,719.09,196.91,905.96,2024-10-05 11:03:53,Invalid or missing billing amount
BILL00011376,CUST003290,MTR003290,RP005,2024-07-01,2024-07-31,2024-08-05,2024-08-19,202.74,85.13,114.24,915.07,155.83,91.51,,1162.41,0.0,Bank Transfer,2024-08-02,Paid,Partial,4220.08,108.44,1660.75,2024-08-05 10:49:00,Invalid or missing billing amount
BILL00023261,CUST001962,MTR001962,RP003,2023-05-01,2023-05-31,2023-06-05,2023-06-27,148.2,53.61,93.23,615.1,355.81,61.51,,0.0,1032.42,,,Revised,Unpaid,932.89,126.79,898.35,2023-06-05 18:44:42,Invalid or missing billing amount
BILL00009369,CUST000391,MTR000391,,2023-11-01,2023-11-30,2023-12-05,2023-12-18,319.03,121.94,188.67,1583.21,86.31,158.32,,0.0,1827.84,,,Disputed,Partial,3648.3,56.26,1618.5,2023-12-05 13:25:57,Invalid or missing billing amount
BILL00024557,CUST001815,MTR001815,RP005,2023-01-01,2023-01-31,2023-02-05,2023-02-27,350.47,165.7,242.93,1803.29,225.63,180.33,,0.0,2209.25,,,Cancelled,Unpaid,2573.93,22.83,650.94,2023-02-05 08:54:02,Invalid or missing billing amount
BILL00019234,CUST004795,MTR004795,RP006,2023-08-01,2023-08-31,2023-09-05,2023-09-28,16069.16,7628.88,8218.31,135187.86,253.31,13518.79,,0.0,148959.96,,,UNKNOWN,Overdue,2516.95,0,,2023-09-05 22:01:10,Invalid or missing billing amount
BILL00024695,CUST002237,MTR002237,RP002,2023-03-01,2023-03-31,2023-04-05,2023-04-28,220.76,107.57,,1014.18,372.24,101.42,,1487.84,0.0,,2023-05-12,PAID,Paid,1983.17,18.23,457.08,,Invalid or missing billing amount
BILL00014202,CUST004081,MTR004081,RP006,,2024-07-31,2024-08-05,2024-08-16,1339.96,,746.74,9989.66,478.32,998.97,,11466.95,0.0,Online,2024-08-24,Paid,Paid,781.85,0,848.42,2024-08-05 23:50:19,Invalid or missing billing amount
BILL00014681,CUST000930,MTR000930,RP003,2023-02-01,2023-02-28,2023-03-05,2023-03-29,26946.91,10543.97,14618.21,227648.73,383.44,22764.87,,0.0,250797.05,,,Generated,UNKNOWN,344.26,0,540.92,2023-03-05 21:44:28,Invalid or missing billing amount
BILL00007830,CUST001849,MTR001849,RP001,2023-04-01,2023-04-30,2023-05-05,2023-05-17,9639.28,3719.04,6688.7,80533.88,246.92,8053.39,,88834.19,0.0,Online,2023-05-27,Paid,Paid,4981.43,0,505.27,2023-05-05 07:55:32,Invalid or missing billing amount
BILL00008815,CUST001899,MTR001899,RP005,2023-03-01,2023-03-31,2023-04-05,2023-04-21,1118.94,407.9,,8110.99,446.89,811.1,,9368.98,0.0,Online,2023-04-12,Paid,Partial,1687.04,192.78,1145.47,2023-04-05 05:06:06,Invalid or missing billing amount
BILL00022478,CUST003488,MTR003488,RP001,,2024-08-31,2024-09-05,2024-09-27,1711.86,0,948.7,13150.81,411.59,1315.08,,0.0,14877.48,,,Disputed,Partial,2997.33,0,1944.6,2024-09-05 23:02:41,Invalid or missing billing amount
BILL00021737,CUST002764,MTR002764,RP005,2023-12-01,,2024-01-05,2024-01-25,378.73,160.63,208.95,2001.11,113.95,200.11,,0.0,2315.17,,,Overdue,Disputed,1280.09,63.13,1304.09,2024-01-05 10:40:40,Invalid or missing billing amount
BILL00021421,CUST000023,MTR000023,RP005,2024-07-01,2024-07-31,2024-08-05,2024-08-26,286.87,123.51,181.27,1377.79,363.49,137.78,,0.0,1879.06,,,SENT,OVERDUE,3988.62,194.74,905.3,2024-08-05 14:47:34,Invalid or missing billing amount
