read_id,meter_id,customer_id,read_timestamp,read_type,units_consumed,cumulative_reading,voltage_v,current_a,power_factor,peak_demand_kw,reactive_units_kvar,tamper_flag,outage_flag,quality_flag,created_at,rejection_reason
RD00019600,MTR003102,CUST003102,2024-04-26 11:25:18,Automatic,,233924.87,221.1,,0.844,4.665,0.5395,0,0,estimated,2024-04-26 11:51:18,Invalid or missing units consumed
RD00038502,MTR001361,CUST001361,2024-01-26 17:02:01,Automatic,,82833.18,217.0,4.83,0.821,5.259,0.374,0,0,Good,2024-01-26 17:28:01,Invalid or missing units consumed
RD00019118,MTR004275,CUST004275,2022-10-06 08:43:27,Manual,,328487.08,224.4,39.61,0.701,3.822,0.2724,UNKNOWN,0,Estimated,,Invalid or missing units consumed
RD00029449,MTR001121,CUST001121,2024-06-13 05:31:49,Automatic,,37936.2,241.6,33.42,0.824,0.343,0.0295,0,0,Good,2024-06-13 05:53:49,Invalid or missing units consumed
RD00039839,MTR000054,CUST000054,2023-03-15 12:03:20,,,345660.0,232.2,30.1,0.888,,4.3078,0,0,Good,2023-03-15 12:18:20,Invalid or missing units consumed
RD00029444,MTR003964,CUST003964,2024-10-14 21:45:25,Estimated,,118808.89,230.5,38.01,0.851,705.265,21.277,,0,Estimated,2024-10-14 21:55:25,Invalid or missing units consumed
RD00049851,MTR001416,CUST001416,2023-07-14 20:59:34,Manual,,73361.83,237.6,45.21,0.936,10.41,0.6524,UNKNOWN,0,Invalid,2023-07-14 21:17:34,Invalid or missing units consumed
RD00036309,MTR003806,CUST003806,2023-11-04 12:14:50,-,,197787.09,227.9,10.67,0.717,3.612,0.38,0,0,0,2023-11-04 12:27:50,Invalid or missing units consumed
RD00044029,MTR001497,CUST001497,2022-10-09 09:39:17,Automatic,,440239.66,223.5,27.44,0.841,2.124,0.0583,0,0,Good,2022-10-09 09:40:17,Invalid or missing units consumed
RD00027801,MTR000794,CUST000794,2024-08-24 10:12:58,Revised,,55356.55,229.2,5.22,0.718,,0.4849,0,0,Good,2024-08-24 10:17:58,Invalid or missing units consumed
RD00026665,MTR004678,CUST004678,2022-07-01 19:30:51,Automatic,,413095.78,,4.99,0.747,,0.0714,0,0,Good,2022-07-01 19:43:51,Invalid or missing units consumed
RD00019766,MTR003876,0,2024-06-30 09:56:46,Automatic,,129032.0,247.4,,0.858,121.844,6.5209,0,0,Good,2024-06-30 10:14:46,Invalid or missing units consumed
RD00025924,MTR002133,CUST002133,2022-03-14 09:52:03,Automatic,,44562.91,222.2,43.96,0.763,1.861,0.0869,0,0,Good,2022-03-14 10:11:23,Invalid or missing units consumed
RD00006783,MTR004379,CUST004379,2022-05-28 19:35:33,Automatic,,144734.67,238.9,25.53,0.787,12.787,1.0462,0,0,Good,2022-05-28 19:42:33,Invalid or missing units consumed
RD00014547,MTR001027,CUST001027,,Automatic,,36615.04,226.1,20.13,0.868,0.955,0.0297,0,0,good,,Invalid or missing units consumed
RD00014561,MTR003367,CUST003367,2023-03-02 03:39:37,Automatic,,260339.34,226.0,27.73,0.895,782.929,,0,0,Estimated,2023-03-02 04:08:37,Invalid or missing units consumed
RD00006252,MTR099264,CUST000516,,Automatic,,390449.28,240.0,32.71,0.725,1.358,0.0413,1,0,Good,,Invalid or missing units consumed
RD00039871,MTR000197,CUST000197,2024-10-24 00:01:24,Manual,,41460.08,215.2,10.33,0.947,,0.0189,0,,Good,,Invalid or missing units consumed
RD00014066,MTR000067,CUST000067,2023-02-06 12:24:23,Automatic,,79551.99,213.4,40.64,0.943,,0.4177,0,,Good,2023-02-06 12:50:23,Invalid or missing units consumed
RD00001664,MTR000728,CUST000728,2024-11-12 07:22:33,Revised,,480304.35,234.5,8.6,0.804,83.048,3.4065,,0,Good,2024-11-12 07:52:33,Invalid or missing units consumed
RD00029526,MTR001320,CUST001320,2023-12-09 07:27:11,Automatic,,,231.6,11.06,0.991,1.056,0.0912,0,0,Good,,Invalid or missing units consumed
RD00036890,MTR003567,CUST003567,2022-08-12 13:33:02,Automatic,,275430740.0,234.0,,0.781,4.014,0.1989,0,0,Good,2022-08-12 13:38:02,Invalid or missing units consumed
RD00038577,MTR003007,CUST003007,2022-01-23 23:13:06,Automatic,,170460.99,221.0,1.32,0.916,1.663,0.0444,0,0,Good,,Invalid or missing units consumed
RD00022983,MTR004896,CUST004896,2022-05-08 00:06:04,Manual,,262911.08,230.8,5.17,0.88,56.245,2.4106,0,0,Good,2022-05-08 00:13:04,Invalid or missing units consumed
RD00038826,MTR001235,UNKNOWN,2024-06-27 04:29:18,Automatic,,174698.32,226.0,29.44,0.925,3.422,0.2066,0,0,Good,2024-06-27 04:50:18,Invalid or missing units consumed
RD00008954,MTR000912,CUST000912,2024-02-09 00:00:30,0,,294504.61,227.5,6.16,0.703,41.766,3.3356,0,0,Good,2024-02-09 00:18:30,Invalid or missing units consumed
RD00037251,MTR004766,CUST004766,2022-06-11 10:40:33,Automatic,,163627.09,238.1,7.49,0.993,3.16,0.2309,0,0,Good,2022-06-11 10:54:33,Invalid or missing units consumed
RD00034599,MTR004782,CUST004782,2023-09-24 14:00:27,Automatic,,55.09262,232.7,28.37,,8.656,0.6829,0,0,Good,2023-09-24 14:05:27,Invalid or missing units consumed
RD00014150,MTR000292,CUST000292,2023-04-27 17:34:48,Automatic,,224863.59,219.4,31.86,0.939,9.277,0.4686,0,0,Good,,Invalid or missing units consumed
RD00007886,UNKNOWN,CUST002729,2023-03-26 23:00:22,Estimated,,110119.3,238.7,25.69,0.99,3.215,0.1984,0,0,Good,2023-03-26 23:22:22,Invalid or missing units consumed
RD00025549,MTR001627,CUST001627,2022-12-02 14:24:59,Automatic,,164798.11,238.3,37.23,0.96,14.184,0.344,0,0,Estimated,2022-12-02 14:38:59,Invalid or missing units consumed
RD00027862,MTR004356,CUST004356,,Automatic,,480631.76,228.8,40.24,0.968,0.953,0.0596,0,0,Good,2022-02-20 02:33:17,Invalid or missing units consumed
RD00018565,MTR002123,CUST002123,2024-03-02 05:20:14,estimated,,144034.96,243.3,10.86,0.99,13.332,0.2457,0,0,Good,2024-03-02 05:42:14,Invalid or missing units consumed
RD00034114,MTR000203,CUST000203,2023-06-03 08:49:37,estimated,,48121.51,0,5.98,0.949,1.868,0.1303,0,1,Good,2023-06-03 09:09:37,Invalid or missing units consumed
RD00012891,MTR001618,CUST001618,2023-08-22 07:38:09,Automatic,,82115.87,209.4,34.14,0.989,,38.3944,0,0,Suspect,,Invalid or missing units consumed
RD00003673,MTR003304,CUST003304,2023-11-30 05:00:15,Automatic,,24994.92,230.4,18.87,0.733,415.838,25.345,0,0,Good,2023-11-30 05:01:15,Invalid or missing units consumed
RD00000772,MTR003926,CUST003926,,Automatic,,388310.33,235.4,14.13,0.717,710.193,27.4238,0,0,Good,,Invalid or missing units consumed
RD00004198,MTR003658,CUST003658,2022-04-28 23:25:02,Automatic,,397646.58,242.6,,0.832,693.03,47.2939,0,,Good,2022-04-28 23:48:02,Invalid or missing units consumed
RD00004056,MTR003544,CUST003544,2022-07-08 09:11:44,Automatic,,148751.95,216.0,45.74,0.865,7.33,0.6413,0,0,Good,2022-07-08 09:26:44,Invalid or missing units consumed
RD00034903,MTR003929,CUST003929,2023-01-21 11:24:13,Automatic,,362907.68,237.9,48.73,0.944,,0.4254,0,0,Invalid,2023-01-21 11:48:13,Invalid or missing units consumed
RD00044480,MTR003608,CUST003608,2023-11-28 19:59:32,Automatic,,308037.27,218.8,,0.887,2.248,0.0906,0,0,Good,2023-11-28 20:18:32,Invalid or missing units consumed
RD00041958,MTR001078,CUST001078,2024-12-26 03:33:03,Automatic,,243577.78,232.9,19.55,0.746,,2.8004,0,0,Good,2024-12-26 03:36:03,Invalid or missing units consumed
RD00021927,MTR099995,CUST002390,2023-06-28 14:07:06,Automatic,,179409.49,228.1,47.31,0.711,108.437,3.928,0,0,Good,2023-06-28 14:17:06,Invalid or missing units consumed
RD00007688,MTR004197,CUST004197,2024-06-01 12:31:45,Automatic,,336828.5,237.7,49.76,0.795,0.0,19.7068,0,0,Good,2024-06-01 12:43:45,Invalid or missing units consumed
RD00049559,MTR099627,CUST004622,2023-06-20 13:59:15,Manual,,137659.26,226.3,10.62,0.888,20.498,1.5477,0,0,Good,2023-06-20 14:26:15,Invalid or missing units consumed
RD00036986,MTR001436,CUST001436,2024-06-06 16:15:03,Automatic,,69845.76,237.4,4.47,0.769,,0.9353,0,0,Good,2024-06-06 16:45:03,Invalid or missing units consumed
RD00049804,MTR003974,CUST003974,,Automatic,,349543.29,239.4,24.79,0.703,1.581,0.0938,0,,Good,,Invalid or missing units consumed
RD00016067,MTR001024,CUST001024,2024-07-21 06:47:47,Automatic,,249264.94,220.9,22.95,0.819,,4.9566,0,0,Good,2024-07-21 06:54:47,Invalid or missing units consumed
RD00046255,MTR002165,CUST002165,2024-08-21 01:36:30,Automatic,,247575.55,,45.83,0.884,3.807,0.096,0,0,Good,2024-08-21 01:45:30,Invalid or missing units consumed
RD00004287,MTR004280,CUST004280,2022-03-22 16:13:29,Automatic,,381518.81,237.9,10.63,0.731,1.923,0.1097,0,0,Good,2022-03-22 16:26:29,Invalid or missing units consumed
RD00018848,MTR001931,CUST001931,2022-03-02 01:58:35,Automatic,,39070.04,236.5,19.37,0.933,33.734,4.1871,0,0,Good,2022-03-02 02:04:35,Invalid or missing units consumed
RD00021066,MTR003240,CUST003240,2023-04-04 22:32:33,Manual,,489309.97,212.2,23.96,0.889,122.916,6.9866,0,0,0,2023-04-04 22:58:33,Invalid or missing units consumed
RD00029412,MTR003334,CUST003334,2022-01-03 02:16:19,Estimated,,97931.65,214.5,24.72,0.908,13.938,1.1481,,0,Good,2022-01-03 02:27:19,Invalid or missing units consumed
RD00014775,MTR000190,CUST000190,2022-02-13 13:10:54,Estimated,,387436.78,233.3,44.23,,0.507,0.0476,0,0,Good,,Invalid or missing units consumed
RD00024195,MTR000640,CUST000640,2024-04-30 16:46:43,Automatic,,376897.46,232.3,31.66,0.758,37.222,2.1316,0,0,Good,2024-04-30 16:50:43,Invalid or missing units consumed
RD00015944,MTR001000,CUST001000,2022-02-14 05:52:32,Revised,,384703.31,221.4,1.16,0.938,11.652,0.327,0,-,Good,2022-02-14 06:13:32,Invalid or missing units consumed
RD00025213,MTR003748,CUST003748,2022-01-22 01:51:57,Revised,,277263.49,220.8,,0.905,1.003,0.021,0,0,Estimated,2022-01-22 02:15:57,Invalid or missing units consumed
RD00035822,MTR099344,CUST004763,2024-04-13 21:03:43,Automatic,,206015.82,-,34.27,0.718,0.481,0.0402,0,0,Invalid,2024-04-13 21:11:43,Invalid or missing units consumed
RD00042917,MTR099327,CUST002575,2024-05-23 18:40:44,Automatic,,186190.76,228.8,32.9,0.964,158.299,0.0,0,,Good,2024-05-23 19:08:44,Invalid or missing units consumed
RD00034702,MTR002302,,2024-11-18 09:12:38,Estimated,,243687.58,234.9,45.65,0.789,34.015,2.7519,0,0,Good,2024-11-18 09:17:38,Invalid or missing units consumed
RD00040550,MTR001327,CUST001327,,Manual,,14625.85,231.8,6.57,0.813,,0.1183,0,0,Good,2023-02-04 14:21:34,Invalid or missing units consumed
RD00012428,MTR004495,CUST004495,2024-07-30 21:07:45,Automatic,,378804.7,229.9,18.37,0.851,165.69,6.6392,0,0,Good,2024-07-30 21:16:45,Invalid or missing units consumed
RD00039814,MTR003591,CUST003591,,Revised,,193299.86,213.0,12.43,0.928,0.507,0.0464,0,0,Good,2024-10-28 03:09:16,Invalid or missing units consumed
RD00003377,MTR003248,CUST003248,2023-08-22 03:13:59,Automatic,,320170.11,249.0,,0.834,1.389,0.1442,0,0,Good,2023-08-22 03:29:59,Invalid or missing units consumed
RD00036128,MTR004729,CUST004729,2024-07-21 20:45:04,,,159696.78,228.3,27.38,0.778,4.411,0.4778,0,0,Good,,Invalid or missing units consumed
RD00041386,MTR004927,CUST004927,2024-11-19 12:16:57,Automatic,,435032.64,241.9,35.62,0.818,0.691,0.0398,0,1,Good,2024-11-19 12:43:57,Invalid or missing units consumed
RD00035273,MTR002584,CUST002584,2024-04-12 14:00:33,Automatic,,132681.73,239.7,36.86,0.916,971.928,,0,0,Good,2024-04-12 14:30:33,Invalid or missing units consumed
RD00018846,MTR004265,CUST004265,2024-04-11 19:13:59,Manual,,204760.03,234.2,41.64,,0.949,0.0509,0,0,Good,2024-04-11 19:19:59,Invalid or missing units consumed
RD00002017,MTR000002,CUST000002,2023-03-26 07:09:10,Manual,,250500.49,,44.57,0.786,3.749,0.2677,0,0,Good,2023-03-26 07:18:10,Invalid or missing units consumed
RD00023601,MTR004585,CUST004585,2022-09-15 10:21:18,Automatic,,130654.41,238.2,39.45,0.971,25.774,0.8058,0,0,Good,2022-09-15 10:27:18,Invalid or missing units consumed
RD00041636,MTR000961,CUST000961,2022-01-02 02:31:53,Automatic,,89034.11,244.7,30.68,0.703,1.913,0.0807,0,0,Good,2022-01-02 03:00:53,Invalid or missing units consumed
RD00046680,MTR003811,CUST003811,2022-05-24 04:51:16,Automatic,,366941.92,246.4,15.6,0.962,7.606,0.3385,0,,Estimated,2022-05-24 05:05:16,Invalid or missing units consumed
RD00008074,,CUST001281,2023-08-23 13:19:58,Automatic,,427665.2,221.6,13.36,,10.692,0.8776,0,0,,2023-08-23 13:26:58,Invalid or missing units consumed
RD00027106,MTR001964,CUST001964,2024-07-14 06:15:50,Automatic,,122325.39,219.8,16.64,0.765,765.316,39.0849,0,0,Invalid,2024-07-14 06:42:50,Invalid or missing units consumed
RD00000109,MTR000718,CUST000718,2024-11-15 19:39:58,Estimated,,469653.96,237.5,20.94,0.965,48.496,3.8603,0,1,Good,2024-11-15 19:42:58,Invalid or missing units consumed
RD00048318,MTR001523,CUST001523,2022-05-24 02:25:30,Revised,,353414.39,220.4,37.2,0.771,4.182,0.2635,0,0,Good,2022-05-24 02:38:30,Invalid or missing units consumed
RD00030517,MTR004263,CUST004263,,Automatic,,372313.93,-,13.4,0.769,198.456,4.1407,UNKNOWN,0,Good,2022-08-18 09:11:55,Invalid or missing units consumed
RD00033280,MTR004130,CUST004130,2023-10-20 22:08:19,AUTOMATIC,,456.41376,235.9,32.57,0.956,673.26,42.7371,0,0,Good,2023-10-20 22:37:19,Invalid or missing units consumed
RD00004046,MTR003130,CUST003130,2023-08-06 04:34:09,Manual,,334350.56,241.7,17.46,0.905,241.874,17.9145,0,1,Good,2023-08-06 04:57:09,Invalid or missing units consumed
RD00008819,MTR000665,CUST000665,2022-05-27 17:08:55,Automatic,,412230.92,228.5,24.41,0.785,252.799,12.7443,0,0,Good,2022-05-27 17:17:55,Invalid or missing units consumed
RD00043965,,CUST000280,2023-01-29 20:08:00,Automatic,,310468.0,246.9,,0.771,80.615,6.601,0,0,Good,2023-01-29 20:34:00,Invalid or missing units consumed
RD00003089,MTR004186,CUST004186,2023-10-07 00:09:22,,,403411.35,207.9,15.82,0.82,0.446,0.0148,0,0,Good,2023-10-07 00:33:22,Invalid or missing units consumed
RD00010593,MTR002753,CUST002753,2022-04-19 12:36:29,Automatic,,438889.49,,38.49,0.937,2.001,,0,,Estimated,2022-04-19 12:48:29,Invalid or missing units consumed
RD00032202,MTR003116,CUST003116,2024-12-28 05:04:02,Estimated,,405114.91,246.8,0.0,0.948,18.467,1.1312,0,0,Good,2024-12-28 05:21:02,Invalid or missing units consumed
RD00002032,MTR002200,CUST002200,2022-02-05 10:06:52,Automatic,,265883.65,244.4,13.6,0.971,2.192,0.1942,0,0,Good,2022-02-05 10:34:52,Invalid or missing units consumed
RD00028336,MTR001304,CUST001304,2023-08-06 14:21:22,manual,,22228450.0,206.8,10.67,0.918,,0.7025,0,0,Good,2023-08-06 14:25:22,Invalid or missing units consumed
RD00004341,MTR003377,CUST003377,2023-01-15 03:51:32,Automatic,,58521.11,229.0,39.88,0.826,3.003,0.1893,0,0,Good,,Invalid or missing units consumed
RD00002624,MTR003369,CUST003369,2022-03-19 03:13:29,Automatic,,48857.88,227.1,6.98,0.878,57.786,3.7945,0,0,good,2022-03-19 03:25:29,Invalid or missing units consumed
RD00000051,MTR099377,CUST004610,2024-05-29 15:03:49,Estimated,,243688.25,242.2,0.22,,8.2,0.1925,0,0,Estimated,,Invalid or missing units consumed
RD00014302,MTR000834,CUST000834,2024-05-24 05:34:52,Manual,,,231.7,46.19,0.922,81.075,2.1774,0,0,GOOD,2024-05-24 05:59:52,Invalid or missing units consumed
RD00022851,MTR000989,CUST000989,2024-01-24 01:42:36,Automatic,,34173.46,231.8,18.65,0.816,6.98,0.5535,0,0,Good,,Invalid or missing units consumed
RD00028188,MTR004579,CUST004579,2024-09-09 17:35:04,Automatic,,,238.9,,0.735,1.725,0.1183,0,0,Good,2024-09-09 17:48:04,Invalid or missing units consumed
RD00022875,MTR000181,CUST000181,2023-02-06 22:19:45,Manual,,16352.58,226.5,7.75,0.868,3.585,0.346,0,0,Good,2023-02-06 22:32:45,Invalid or missing units consumed
RD00002519,MTR000800,CUST000800,2024-03-21 03:27:19,Automatic,,260258.84,227.1,29.29,0.813,3.421,0.3173,0,0,Good,,Invalid or missing units consumed
RD00034746,MTR004790,CUST004790,2024-03-20 03:22:05,Automatic,,339681.22,234.0,5.05,0.919,0.844,0.0383,0,0,Invalid,2024-03-20 03:39:05,Invalid or missing units consumed
RD00012235,MTR004673,CUST004673,,Automatic,,318864.43,216.3,23.76,0.705,62.907,2.7156,0,0,Invalid,2024-02-29 09:20:04,Invalid or missing units consumed
RD00036536,0,CUST000593,2023-11-12 14:23:19,Automatic,,229184.9,216.0,33.43,0.8,17.266,1.3017,0,0,Estimated,2023-11-12 14:43:19,Invalid or missing units consumed
RD00010147,MTR004667,CUST004667,2024-06-30 02:32:44,Automatic,,137939.73,234.7,5.0,0.776,5.195,0.2038,1,,Good,2024-06-30 02:44:44,Invalid or missing units consumed
RD00023764,MTR002296,CUST002296,2022-08-10 07:37:56,Automatic,,311545.74,224.5,5.52,,17.017,0.4924,0,0,Estimated,2022-08-10 08:00:56,Invalid or missing units consumed
RD00025977,MTR000468,CUST000468,2023-03-16 13:24:42,Automatic,,285825.49,229.4,23.24,0.0,0.0,0.4022,0,-,Good,2023-03-16 13:26:42,Invalid or missing units consumed
RD00044505,MTR004943,CUST004943,2024-04-30 23:09:16,Automatic,,328640.34,235.7,5.91,0.75,1.546,0.1197,0,0,Good,,Invalid or missing units consumed
RD00024250,MTR002762,CUST002762,2024-01-02 14:49:11,Manual,,68789.12,243.7,43.55,0.92,,0.2838,0,0,Good,2024-01-02 15:07:11,Invalid or missing units consumed
RD00013053,MTR002903,CUST002903,2024-02-02 02:20:49,Automatic,,299325.1,220.2,,0.76,,0.4149,0,0,Invalid,2024-02-02 02:33:49,Invalid or missing units consumed
RD00038357,MTR002718,CUST002718,2024-02-21 03:33:43,Automatic,,260246.95,213.3,12.74,0.78,47.206,4.8868,0,0,Good,2024-02-21 03:44:43,Invalid or missing units consumed
RD00018651,,0,,Manual,,427206.09,241.0,1.46,0.998,9.178,0.6018,0,0,Suspect,2024-12-03 12:41:14,Invalid or missing units consumed
RD00025951,MTR003648,CUST003648,,Automatic,,109682.6,217.4,17.23,0.884,12.272,0.329,,0,Good,2023-12-30 09:21:22,Invalid or missing units consumed
RD00021049,MTR002554,CUST002554,2024-08-28 14:44:03,,,367669.05,228.7,16.04,0.8,1.767,0.057,0,0,Good,2024-08-28 14:57:03,Invalid or missing units consumed
RD00014996,MTR003599,CUST003599,2023-01-17 01:05:57,Estimated,,231905.18,230.0,41.38,,0.557,0.0324,0,0,Good,2023-01-17 01:24:57,Invalid or missing units consumed
RD00001084,MTR003607,CUST003607,2023-10-21 15:52:15,Automatic,,269233.28,231.5,22.15,0.873,19.809,0.4765,0,0,Estimated,2023-10-21 16:18:15,Invalid or missing units consumed
RD00018581,MTR002362,CUST002362,2022-05-14 20:16:42,Manual,,401308.88,231.2,48.43,0.838,,0.299,0,0,Good,2022-05-14 20:21:42,Invalid or missing units consumed
RD00022762,MTR002627,CUST002627,2023-07-17 03:14:50,Revised,,241278.36,229.0,44.76,0.962,8.559,0.2814,0,0,Invalid,2023-07-17 03:28:50,Invalid or missing units consumed
RD00021537,MTR004528,CUST004528,,automatic,,166069.52,237.2,35.22,0.751,43.365,2.9218,0,0,Good,2024-01-22 23:16:33,Invalid or missing units consumed
RD00046326,MTR004672,CUST004672,2022-10-18 13:07:13,,,318555.62,229.7,27.57,0.995,7.158,0.4527,0,0,Good,2022-10-18 13:32:13,Invalid or missing units consumed
RD00013790,MTR004099,CUST004099,2024-12-27 10:11:15,Automatic,,0.0,224.8,,0.707,1256.334,78.3889,0,0,Good,2024-12-27 10:14:15,Invalid or missing units consumed
RD00025559,MTR003376,CUST003376,2024-11-14 14:31:47,Automatic,,477413.93,198.4,44.33,0.882,0.973,0.0313,0,0,Invalid,2024-11-14 14:34:47,Invalid or missing units consumed
RD00029612,MTR002940,CUST002940,2024-07-27 00:11:46,Automatic,,444164.83,233.1,37.18,0.98,,0.3502,0,0,Good,2024-07-27 00:26:46,Invalid or missing units consumed
RD00033932,MTR003430,CUST003430,2024-11-06 05:34:20,Manual,,397605.53,242.2,33.86,0.86,24.981,1.0487,0,0,Good,2024-11-06 05:40:20,Invalid or missing units consumed
RD00026101,MTR004153,CUST004153,2022-07-22 03:09:57,automatic,,48496.45,219.9,42.69,0.897,21.787,0.4761,0,0,Good,2022-07-22 03:24:57,Invalid or missing units consumed
RD00036692,MTR001429,CUST001429,2023-10-03 01:10:44,Automatic,,415303.96,230.8,27.36,0.939,25.538,1.5187,,0,Good,2023-10-03 01:32:44,Invalid or missing units consumed
RD00016072,MTR002006,CUST002006,2022-12-08 05:31:35,Automatic,,63686.93,234.2,38.09,0.962,0.797,0.0835,0,1,Invalid,2022-12-08 05:42:35,Invalid or missing units consumed
RD00042487,MTR004588,CUST004588,2024-04-01 22:31:32,Automatic,,305726.03,222.4,4.92,0.838,3.229,0.3662,0,0,Good,2024-04-01 22:59:32,Invalid or missing units consumed
RD00013280,MTR004936,CUST004936,2022-08-28 09:14:21,Automatic,,493388.64,,7.81,0.75,13.1,0.861,0,0,Good,2022-08-28 09:31:21,Invalid or missing units consumed
RD00020808,MTR001395,CUST001395,2022-09-21 15:08:26,Automatic,,57289.58,223.4,,0.776,3.326,0.3004,0,1,Good,2022-09-21 15:30:26,Invalid or missing units consumed
RD00015066,MTR004625,CUST004625,2022-04-23 09:17:26,Automatic,,247.86421,234.4,,0.982,6.533,0.4792,0,0,Good,2022-04-23 09:47:26,Invalid or missing units consumed
RD00002223,MTR004439,CUST004439,2024-07-06 15:52:46,Automatic,,423801.29,215.0,0.55,0.856,13.971,,0,0,Good,2024-07-06 16:20:46,Invalid or missing units consumed
RD00044859,MTR000945,CUST000945,2022-10-08 02:21:40,Automatic,,442925.43,236.4,37.27,0.994,15.055,1.1291,0,0,Good,,Invalid or missing units consumed
RD00047880,MTR001745,CUST001745,2022-11-01 06:35:07,Manual,,343558.49,232.5,13.84,0.918,7.099,0.4218,0,0,Good,2022-11-01 06:59:07,Invalid or missing units consumed
RD00043553,MTR003843,CUST003843,2024-05-04 20:23:03,Estimated,,273.34547,220.6,45.31,0.713,9.373,0.2178,0,0,Good,2024-05-04 20:32:03,Invalid or missing units consumed
RD00032610,MTR000780,,2024-05-06 06:58:15,Manual,,360534.8,232.9,15.07,0.952,,,0,0,Good,2024-05-06 07:11:15,Invalid or missing units consumed
RD00025971,MTR000164,CUST000164,2024-09-03 05:34:23,Automatic,,185602.2,234.9,25.54,0.786,20.517,0.5162,0,0,Good,2024-09-03 05:38:23,Invalid or missing units consumed
